[META]
film=FP4+
date=21.01.2022
DIN=22
developer=Halcyon
dilution=stock
time=10:00
aggitation=60/60/15
temperature=21.0°C

[DATA]
0.10=(1.450, 1.450, 1.440, 1.440, 1.445)
0.25=(1.389, 1.380, 1.365, 1.360, 1.365)
0.42=(1.285, 1.305, 1.275, 1.270, 1.275)
0.60=(1.215, 1.170, 1.165, 1.170, 1.180)
0.76=(1.085, 1.080, 1.080, 1.085, 1.090)
0.91=(0.990, 0.995, 0.990, 1.005, 1.030)
1.07=(0.890, 0.895, 0.880, 0.890, 0.895)
1.25=(0.770, 0.765, 0.770, 0.775, 0.780)
1.42=(0.640, 0.645, 0.655, 0.650, 0.655)
1.56=(0.535, 0.545, 0.545, 0.545, 0.565)
1.71=(0.440, 0.440, 0.445, 0.450, 0.445, 0.410, 0.430, 0.430, 0.450, 0.445)
1.87=(0.335, 0.340, 0.350, 0.360, 0.360)
2.01=(0.270, 0.275, 0.280, 0.280, 0.290)
2.17=(0.200, 0.205, 0.210, 0.220, 0.220)
2.30=(0.185, 0.160, 0.175, 0.165, 0.165)
2.46=(0.100, 0.110, 0.110, 0.120, 0.115)
2.58=(0.070, 0.075, 0.070, 0.085, 0.080)
2.75=(0.040, 0.040, 0.045, 0.040, 0.050)
2.87=(0.025, 0.030, 0.025, 0.030, 0.030)
3.03=(0.018, 0.015, 0.020, 0.020, 0.020)
3.16=(0.015, 0.015, 0.015, 0.020, 0.020)
