[META]
film=FP4+
date=25.01.2023
DIN=20
developer=W665
dilution=stock
time=6:00
aggitation=60/60/10
temperature=21.0°C

[DATA]
0.10=(1.085, 1.095, 1.100, 1.125, 1.150)
0.25=(1.030, 1.025, 1.030, 1.050, 1.075)
0.42=(0.965, 0.970, 0.970, 0.995, 1.020)
0.60=(0.895, 0.895, 0.905, 0.915, 0.945)
0.76=(0.815, 0.825, 0.830, 0.855, 0.880)
0.91=(0.720, 0.725, 0.755, 0.775, 0.815)
1.07=(0.620, 0.630, 0.660, 0.670, 0.710)
1.25=(0.530, 0.535, 0.565, 0.585, 0.610)
1.42=(0.430, 0.440, 0.460, 0.500, 0.480)
1.56=(0.340, 0.345, 0.355, 0.370, 0.375)
1.71=(0.260, 0.275, 0.265, 0.280, 0.285)
1.87=(0.285, 0.285, 0.285, 0.290, 0.285)
2.01=(0.235, 0.245, 0.250, 0.250, 0.250)
2.17=(0.200, 0.200, 0.210, 0.220, 0.220)
2.30=(0.160, 0.170, 0.180, 0.190, 0.185)
2.46=(0.120, 0.125, 0.135, 0.140, 0.140)
2.58=(0.090, 0.090, 0.105, 0.105, 0.110)
2.75=(0.060, 0.060, 0.065, 0.070, 0.075)
2.87=(0.040, 0.040, 0.045, 0.045, 0.045)
3.03=(0.025, 0.025, 0.030, 0.030, 0.025)
3.16=(0.020, 0.020, 0.030, 0.020, 0.025)
