[META]
film=FOMA 100
date=05.03.2022
DIN=21
developer=510-pyro
dilution=1+100
time=15:00
aggitation=60/60/10
temperature=21.0°C

[DATA]
0.10=(1.660, 1.670, 1.655, 1.690, 1.680)
0.25=(1.640, 1.625, 1.630, 1.660, 1.640)
0.42=(1.555, 1.565, 1.565, 1.576, 1.575)
0.60=(1.490, 1.480, 1.495, 1.500, 1.520)
0.76=(1.425, 1.415, 1.410, 1.420, 1.410)
0.91=(1.355, 1.390, 1.340, 1.340, 1.335)
1.07=(1.270, 1.255, 1.245, 1.235, 1.250)
1.25=(1.130, 1.115, 1.125, 1.110, 1.120)
1.42=(1.000, 0.975, 0.970, 0.965, 0.975)
1.56=(0.850, 0.840, 0.820, 0.825, 0.835)
1.71=(0.690, 0.675, 0.670, 0.665, 0.670, 0.625, 0.635, 0.650, 0.660, 0.665)
1.87=(0.490, 0.500, 0.510, 0.520, 0.530)
2.01=(0.380, 0.390, 0.395, 0.400, 0.410)
2.17=(0.275, 0.280, 0.290, 0.295, 0.300)
2.30=(0.205, 0.210, 0.210, 0.215, 0.215)
2.46=(0.125, 0.130, 0.140, 0.145, 0.140)
2.58=(0.075, 0.090, 0.095, 0.105, 0.100)
2.75=(0.050, 0.050, 0.050, 0.055, 0.060)
2.87=(0.030, 0.030, 0.030, 0.035, 0.040)
3.03=(0.020, 0.025, 0.025, 0.025, 0.030)
3.16=(0.025, 0.020, 0.025, 0.035, 0.025)
