[META]
film=FOMA 100
date=05.03.2022
DIN=21
developer=510-pyro
dilution=1+100
time=19:00
aggitation=60/60/10
temperature=21.0°C

[DATA]
0.10=(1.835, 1.815, 1.840, 1.830, 1.850)
0.25=(1.800, 1.775, 1.780, 1.785, 1.780)
0.42=(1.715, 1.710, 1.710, 1.705, 1.695)
0.60=(1.615, 1.600, 1.600, 1.600, 1.595)
0.76=(1.520, 1.505, 1.505, 1.510, 1.505)
0.91=(1.410, 1.400, 1.395, 1.400, 1.415)
1.07=(1.270, 1.285, 1.255, 1.295, 1.270)
1.25=(1.100, 1.085, 1.080, 1.085, 1.105)
1.42=(0.905, 0.895, 0.885, 0.895, 0.895)
1.56=(0.730, 0.720, 0.720, 0.735, 0.740)
1.71=(0.570, 0.565, 0.565, 0.565, 0.570, 0.550, 0.560, 0.570, 0.575, 0.580)
1.87=(0.430, 0.430, 0.440, 0.455, 0.460)
2.01=(0.325, 0.320, 0.330, 0.335, 0.340)
2.17=(0.220, 0.230, 0.230, 0.230, 0.245)
2.30=(0.155, 0.165, 0.165, 0.165, 0.175)
2.46=(0.095, 0.105, 0.115, 0.110, 0.115)
2.58=(0.070, 0.070, 0.075, 0.075, 0.080)
2.75=(0.040, 0.040, 0.040, 0.040, 0.045)
2.87=(0.025, 0.025, 0.030, 0.030, 0.030)
3.03=(0.020, 0.025, 0.020, 0.025, 0.030)
3.16=(0.015, 0.025, 0.025, 0.025, 0.025)
