[META]
film=FOMA 100
date=05.03.2022
DIN=21
developer=510-pyro
dilution=1+100
time=6:00
aggitation=60/60/10
temperature=21.0°C

[DATA]
0.10=(0.965, 0.965, 0.960, 0.970, 0.996)
0.25=(0.920, 0.925, 0.910, 0.925, 0.930)
0.42=(0.875, 0.870, 0.870, 0.870, 0.880)
0.60=(0.810, 0.820, 0.810, 0.820, 0.820)
0.76=(0.730, 0.740, 0.750, 0.755, 0.760)
0.91=(0.715, 0.715, 0.705, 0.705, 0.715)
1.07=(0.635, 0.615, 0.620, 0.620, 0.640)
1.25=(0.560, 0.555, 0.565, 0.555, 0.555)
1.42=(0.465, 0.460, 0.465, 0.475, 0.480)
1.56=(0.400, 0.400, 0.395, 0.400, 0.395)
1.71=(0.320, 0.310, 0.315, 0.310, 0.305, 0.265, 0.275, 0.290, 0.295, 0.300)
1.87=(0.205, 0.220, 0.220, 0.230, 0.225)
2.01=(0.155, 0.165, 0.160, 0.165, 0.165)
2.17=(0.095, 0.100, 0.130, 0.120, 0.120)
2.30=(0.060, 0.075, 0.080, 0.075, 0.080)
2.46=(0.040, 0.050, 0.055, 0.050, 0.055)
2.58=(0.025, 0.030, 0.030, 0.030, 0.030)
2.75=(0.020, 0.020, 0.025, 0.025, 0.030)
2.87=(0.015, 0.015, 0.015, 0.020, 0.020)
3.03=(0.015, 0.010, 0.010, 0.010, 0.015)
3.16=(0.010, 0.010, 0.010, 0.010, 0.010)
