[META]
film=FP4+
date=21.01.2022
DIN=22
developer=Halcyon
dilution=stock
time=6:00
aggitation=60/60/15
temperature=21.0°C

[DATA]
0.10=(0.950, 0.955, 0.955, 0.950, 0.955)
0.25=(0.920, 0.915, 0.925, 0.915, 0.910)
0.42=(0.880, 0.880, 0.875, 0.875, 0.875)
0.60=(0.830, 0.830, 0.840, 0.825, 0.825)
0.76=(0.785, 0.780, 0.775, 0.780, 0.795)
0.91=(0.735, 0.735, 0.730, 0.730, 0.740)
1.07=(0.680, 0.680, 0.680, 0.685, 0.680)
1.25=(0.615, 0.615, 0.615, 0.620, 0.630)
1.42=(0.545, 0.550, 0.550, 0.555, 0.555)
1.56=(0.485, 0.485, 0.485, 0.490, 0.495)
1.71=(0.415, 0.415, 0.415, 0.420, 0.425, 0.400, 0.410, 0.420, 0.415, 0.420)
1.87=(0.355, 0.355, 0.360, 0.365, 0.375)
2.01=(0.305, 0.320, 0.320, 0.315, 0.320)
2.17=(0.250, 0.245, 0.255, 0.265, 0.265)
2.30=(0.205, 0.210, 0.220, 0.220, 0.225)
2.46=(0.155, 0.165, 0.170, 0.170, 0.170)
2.58=(0.115, 0.120, 0.130, 0.130, 0.170)
2.75=(0.080, 0.080, 0.085, 0.085, 0.085)
2.87=(0.055, 0.055, 0.060, 0.065, 0.070)
3.03=(0.030, 0.030, 0.035, 0.035, 0.030)
3.16=(0.015, 0.020, 0.015, 0.020, 0.020)
