[META]
film=FOMA 100
date=24.02.2022
DIN=21
developer=Hypercat
dilution=1+1+100
time=18:00
aggitation=30/180/10
temperature=21.0°C

[DATA]
0.10=(1.490, 1.480, 1.490, 1.495, 1.495)
0.25=(1.425, 1.425, 1.414, 1.425, 1.435)
0.42=(1.350, 1.350, 1.355, 1.365, 1.355)
0.60=(1.290, 1.285, 1.285, 1.285, 1.285)
0.76=(1.205, 1.210, 1.225, 1.220, 1.205)
0.91=(1.145, 1.130, 1.140, 1.135, 1.130)
1.07=(1.035, 1.030, 1.025, 1.025, 1.035)
1.25=(0.900, 0.895, 0.900, 0.895, 0.900)
1.42=(0.755, 0.750, 0.755, 0.745, 0.740)
1.56=(0.675, 0.675, 0.665, 0.660, 0.655)
1.71=(0.555, 0.545, 0.545, 0.540, 0.525, 0.505, 0.515, 0.525, 0.530, 0.540)
1.87=(0.425, 0.420, 0.435, 0.450, 0.470)
2.01=(0.335, 0.355, 0.360, 0.375, 0.385)
2.17=(0.255, 0.270, 0.285, 0.290, 0.300)
2.30=(0.190, 0.200, 0.215, 0.225, 0.230)
2.46=(0.125, 0.140, 0.145, 0.155, 0.165)
2.58=(0.085, 0.095, 0.105, 0.100, 0.120)
2.75=(0.060, 0.065, 0.065, 0.065, 0.070)
2.87=(0.045, 0.045, 0.045, 0.045, 0.050)
3.03=(0.035, 0.030, 0.035, 0.040, 0.040)
3.16=(0.035, 0.030, 0.035, 0.040, 0.040)
