[META]
film=FP4+
date=30.01.2022
DIN=20
developer=GSD-10
dilution=1+1+18
time=35:00
aggitation=60/-/-
temperature=21.0°C

[DATA]
0.10=(1.965, 1.925, 1.935, 1.865, 1.825)
0.25=(1.675, 1.650, 1.645, 1.640, 1.595)
0.42=(1.520, 1.520, 1.500, 1.480, 1.500)
0.60=(1.395, 1.410, 1.405, 1.395, 1.420)
0.76=(1.335, 1.320, 1.310, 1.315, 1.330)
0.91=(1.260, 1.240, 1.245, 1.235, 1.240)
1.07=(1.145, 1.145, 1.140, 1.140, 1.140)
1.25=(1.025, 1.025, 1.020, 1.025, 1.025)
1.42=(0.885, 0.895, 0.895, 0.900, 0.905)
1.56=(0.745, 0.770, 0.765, 0.765, 0.770)
1.71=(0.610, 0.635, 0.640, 0.650, 0.655, 0.645, 0.650, 0.675, 0.680, 0.705)
1.87=(0.570, 0.565, 0.585, 0.610, 0.615)
2.01=(0.515, 0.525, 0.530, 0.550, 0.570)
2.17=(0.420, 0.430, 0.440, 0.460, 0.480)
2.30=(0.370, 0.380, 0.385, 0.395, 0.400)
2.46=(0.295, 0.310, 0.320, 0.350, 0.340)
2.58=(0.225, 0.240, 0.250, 0.250, 0.265)
2.75=(0.145, 0.155, 0.165, 0.175, 0.180)
2.87=(0.085, 0.090, 0.105, 0.115, 0.125)
3.03=(0.045, 0.050, 0.055, 0.060, 0.065)
3.16=(0.030, 0.045, 0.050, 0.050, 0.050)
