[META]
film=FP4+
date=24.01.2022
DIN=22
developer=GSD-10
dilution=1+1+18
time=40:00
aggitation=60/-/-
temperature=21.0°C

[DATA]
0.10=(2.000, 1.975, 1.950, 1.920, 1.925)
0.25=(1.740, 1.730, 1.710, 1.680, 1.710)
0.42=(1.595, 1.585, 1.560, 1.540, 1.615)
0.60=(1.505, 1.475, 1.460 ,1.445, 1.480)
0.76=(1.395, 1.400, 1.405, 1.390, 1.385)
0.91=(1.350, 1.355, 1.345, 1.325, 1.310)
1.07=(1.215, 1.215, 1.205, 1.205, 1.200)
1.25=(1.065, 1.075, 1.065, 1.065, 1.075)
1.42=(0.915, 0.905, 0.915, 0.920, 0.910)
1.56=(0.775, 0.775, 0.775, 0.780, 0.790)
1.71=(0.635, 0.640, 0.640, 0.640, 0.640, 0.710, 0.735, 0.755, 0.765, 0.720)
1.87=(0.645, 0.665, 0.645, 0.600, 0.620)
2.01=(0.575, 0.560, 0.490, 0.505, 0.525)
2.17=(0.425, 0.440, 0.445, 0.460, 0.465)
2.30=(0.370, 0.385, 0.385, 0.400, 0.395)
2.46=(0.280, 0.320, 0.315, 0.320, 0.325)
2.58=(0.220, 0.235, 0.245, 0.250, 0.255)
2.75=(0.155, 0.155, 0.160, 0.175, 0.175)
2.87=(0.110, 0.110, 0.120, 0.125, 0.120)
3.03=(0.070, 0.070, 0.070, 0.075, 0.075)
3.16=(0.055, 0.055, 0.050, 0.050, 0.050)
