[META]
film=FOMA 100
date=05.03.2022
DIN=21
developer=510-pyro
dilution=1+100
time=11:00
aggitation=60/60/10
temperature=21.0°C

[DATA]
0.10=(1.370, 1.350, 1.360, 1.360, 1.375)
0.25=(1.345, 1.330, 1.325, 1.325, 1.335)
0.42=(1.280, 1.275, 1.275, 1.270, 1.285)
0.60=(1.215, 1.210, 1.215, 1.205, 1.215)
0.76=(1.155, 1.155, 1.140, 1.140, 1.150)
0.91=(1.100, 1.085, 1.070, 1.080, 1.075)
1.07=(1.005, 1.005, 0.995, 0.990, 1.020)
1.25=(0.910, 0.905, 0.890, 0.885, 0.880)
1.42=(0.790, 0.775, 0.770, 0.760, 0.765)
1.56=(0.675, 0.660, 0.655, 0.650, 0.660)
1.71=(0.550, 0.540, 0.530, 0.525, 0.525, 0.505, 0.505, 0.490, 0.515, 0.530)
1.87=(0.400, 0.395, 0.405, 0.410, 0.420)
2.01=(0.310, 0.305, 0.325, 0.315, 0.325)
2.17=(0.215, 0.215, 0.225, 0.225, 0.225)
2.30=(0.155, 0.155, 0.150, 0.160, 0.165)
2.46=(0.095, 0.100, 0.100, 0.105, 0.105)
2.58=(0.055, 0.060, 0.065, 0.070, 0.065)
2.75=(0.035, 0.030, 0.040, 0.035, 0.040)
2.87=(0.025, 0.025, 0.025, 0.030, 0.030)
3.03=(0.025, 0.025, 0.025, 0.025, 0.025)
3.16=(0.020, 0.020, 0.020, 0.020, 0.020)
